Tipo_ensino,Universidade_cod,Universidade_nome,Curso_cod,Curso_nome,Ciclo,Link_detalhe
Público Universitário,1306,Universidade da Madeira - Faculdade de Artes e Humanidades,9817,Artes Visuais,Artes Visuais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9817&code=1306
Público Universitário,1306,Universidade da Madeira - Faculdade de Artes e Humanidades,9720,"Comunicação, Cultura e Organizações","Comunicação, Cultura e Organizações",https://www.dges.gov.pt/guias/detcursopi.asp?codc=9720&code=1306
Público Universitário,1306,Universidade da Madeira - Faculdade de Artes e Humanidades,9069,Design,Design,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9069&code=1306
Público Universitário,1306,Universidade da Madeira - Faculdade de Artes e Humanidades,L150,Estudos de Cultura,Estudos de Cultura,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L150&code=1306
Público Universitário,1306,Universidade da Madeira - Faculdade de Artes e Humanidades,9196,Línguas e Relações Empresariais,Línguas e Relações Empresariais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9196&code=1306
Público Universitário,1306,Universidade da Madeira - Faculdade de Artes e Humanidades,9219,Psicologia,Psicologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9219&code=1306
Público Universitário,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,9015,Bioquímica,Bioquímica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9015&code=1307
Público Universitário,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,9089,Engenharia Civil,Engenharia Civil,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9089&code=1307
Público Universitário,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,A010,Engenharia Civil (ensino em inglês),Engenharia Civil (ensino em inglês),https://www.dges.gov.pt/guias/detcursopi.asp?codc=A010&code=1307
Público Universitário,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,L208,Engenharia de Computadores,Engenharia de Computadores,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L208&code=1307
Público Universitário,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,9107,Engenharia Eletrónica e Telecomunicações,Engenharia Eletrónica e Telecomunicações,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9107&code=1307
Público Universitário,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,A011,Engenharia Eletrónica e Telecomunicações (ensino em inglês),Engenharia Eletrónica e Telecomunicações (ensino em inglês),https://www.dges.gov.pt/guias/detcursopi.asp?codc=A011&code=1307
Público Universitário,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,9119,Engenharia Informática,Engenharia Informática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9119&code=1307
Público Universitário,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,9209,Matemática,Matemática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9209&code=1307
Público Universitário,1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,A012,Matemática (ensino em inglês),Matemática (ensino em inglês),https://www.dges.gov.pt/guias/detcursopi.asp?codc=A012&code=1307
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9026,Ciências da Educação,Ciências da Educação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9026&code=1308
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9081,Economia,Economia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9081&code=1308
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9853,Educação Básica,Educação Básica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9853&code=1308
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9736,Educação Física e Desporto,Educação Física e Desporto,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9736&code=1308
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9147,Gestão,Gestão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9147&code=1308
Público Universitário,1309,Universidade da Madeira - Faculdade de Ciências da Vida,9011,Biologia,Biologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9011&code=1309
Público Universitário,1309,Universidade da Madeira - Faculdade de Ciências da Vida,8083,Ciclo Básico de Medicina,Ciclo Básico de Medicina,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8083&code=1309
Público Universitário,1000,Universidade do Minho,9002,Administração Pública,Administração Pública,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9002&code=1000
Público Universitário,1000,Universidade do Minho,9006,Arqueologia,Arqueologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9006&code=1000
Público Universitário,1000,Universidade do Minho,9257,Arquitetura,Arquitetura,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9257&code=1000
Público Universitário,1000,Universidade do Minho,9817,Artes Visuais,Artes Visuais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9817&code=1000
Público Universitário,1000,Universidade do Minho,9688,Biologia Aplicada,Biologia Aplicada,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9688&code=1000
Público Universitário,1000,Universidade do Minho,9012,Biologia e Geologia,Biologia e Geologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9012&code=1000
Público Universitário,1000,Universidade do Minho,9015,Bioquímica,Bioquímica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9015&code=1000
Público Universitário,1000,Universidade do Minho,L188,Ciência de Dados,Ciência de Dados,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L188&code=1000
Público Universitário,1000,Universidade do Minho,9019,Ciência Política,Ciência Política,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9019&code=1000
Público Universitário,1000,Universidade do Minho,9379,Ciências do Ambiente,Ciências do Ambiente,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9379&code=1000
Público Universitário,1000,Universidade do Minho,9397,Ciências da Computação,Ciências da Computação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9397&code=1000
Público Universitário,1000,Universidade do Minho,9023,Ciências da Comunicação,Ciências da Comunicação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9023&code=1000
Público Universitário,1000,Universidade do Minho,9056,Contabilidade,Contabilidade,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9056&code=1000
Público Universitário,1000,Universidade do Minho,L078,Criminologia e Justiça Criminal,Criminologia e Justiça Criminal,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L078&code=1000
Público Universitário,1000,Universidade do Minho,9499,Design e Marketing de Moda,Design e Marketing de Moda,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9499&code=1000
Público Universitário,1000,Universidade do Minho,8494,Design de Produto,Design de Produto,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8494&code=1000
Público Universitário,1000,Universidade do Minho,9078,Direito,Direito,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9078&code=1000
Público Universitário,1000,Universidade do Minho,8358,Direito (regime pós-laboral),Direito (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8358&code=1000
Público Universitário,1000,Universidade do Minho,9081,Economia,Economia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9081&code=1000
Público Universitário,1000,Universidade do Minho,9353,Educação,Educação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9353&code=1000
Público Universitário,1000,Universidade do Minho,8427,Educação (regime pós-laboral),Educação (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8427&code=1000
Público Universitário,1000,Universidade do Minho,9853,Educação Básica,Educação Básica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9853&code=1000
Público Universitário,1000,Universidade do Minho,L221,Engenharia Aeroespacial,Engenharia Aeroespacial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L221&code=1000
Público Universitário,1000,Universidade do Minho,9455,Engenharia Biomédica,Engenharia Biomédica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9455&code=1000
Público Universitário,1000,Universidade do Minho,9089,Engenharia Civil,Engenharia Civil,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9089&code=1000
Público Universitário,1000,Universidade do Minho,L218,Engenharia Eletrónica Industrial e Computadores,Engenharia Eletrónica Industrial e Computadores,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L218&code=1000
Público Universitário,1000,Universidade do Minho,9113,Engenharia Física,Engenharia Física,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9113&code=1000
Público Universitário,1000,Universidade do Minho,9104,Engenharia e Gestão Industrial,Engenharia e Gestão Industrial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9104&code=1000
Público Universitário,1000,Universidade do Minho,L215,Engenharia e Gestão de Sistemas de Informação,Engenharia e Gestão de Sistemas de Informação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L215&code=1000
Público Universitário,1000,Universidade do Minho,9119,Engenharia Informática,Engenharia Informática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9119&code=1000
Público Universitário,1000,Universidade do Minho,9096,Engenharia de Materiais,Engenharia de Materiais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9096&code=1000
Público Universitário,1000,Universidade do Minho,9123,Engenharia Mecânica,Engenharia Mecânica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9123&code=1000
Público Universitário,1000,Universidade do Minho,L229,Engenharia de Polímeros,Engenharia de Polímeros,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L229&code=1000
Público Universitário,1000,Universidade do Minho,9126,Engenharia Química e Biológica,Engenharia Química e Biológica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9126&code=1000
Público Universitário,1000,Universidade do Minho,9098,Engenharia de Telecomunicações e Informática,Engenharia de Telecomunicações e Informática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9098&code=1000
Público Universitário,1000,Universidade do Minho,9127,Engenharia Têxtil,Engenharia Têxtil,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9127&code=1000
Público Universitário,1000,Universidade do Minho,9381,Estatística Aplicada,Estatística Aplicada,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9381&code=1000
Público Universitário,1000,Universidade do Minho,9134,Estudos Culturais,Estudos Culturais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9134&code=1000
Público Universitário,1000,Universidade do Minho,L147,Estudos Orientais: Estudos Chineses e Japoneses,Estudos Orientais: Estudos Chineses e Japoneses,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L147&code=1000
Público Universitário,1000,Universidade do Minho,9917,Estudos Portugueses,Estudos Portugueses,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9917&code=1000
Público Universitário,1000,Universidade do Minho,9139,Filosofia,Filosofia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9139&code=1000
Público Universitário,1000,Universidade do Minho,9141,Física,Física,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9141&code=1000
Público Universitário,1000,Universidade do Minho,8183,Geografia e Planeamento,Geografia e Planeamento,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8183&code=1000
Público Universitário,1000,Universidade do Minho,9146,Geologia,Geologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9146&code=1000
Público Universitário,1000,Universidade do Minho,9147,Gestão,Gestão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9147&code=1000
Público Universitário,1000,Universidade do Minho,9181,História,História,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9181&code=1000
Público Universitário,1000,Universidade do Minho,9192,Línguas Aplicadas,Línguas Aplicadas,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9192&code=1000
Público Universitário,1000,Universidade do Minho,9195,Línguas e Literaturas Europeias,Línguas e Literaturas Europeias,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9195&code=1000
Público Universitário,1000,Universidade do Minho,9205,Marketing,Marketing,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9205&code=1000
Público Universitário,1000,Universidade do Minho,9209,Matemática,Matemática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9209&code=1000
Público Universitário,1000,Universidade do Minho,9813,Medicina,Medicina,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9813&code=1000
Público Universitário,1000,Universidade do Minho,9214,Música,Música,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9214&code=1000
Público Universitário,1000,Universidade do Minho,9785,Negócios Internacionais,Negócios Internacionais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9785&code=1000
Público Universitário,1000,Universidade do Minho,8184,Optometria e Ciências da Visão,Optometria e Ciências da Visão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8184&code=1000
Público Universitário,1000,Universidade do Minho,L112,Proteção Civil e Gestão do Território,Proteção Civil e Gestão do Território,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L112&code=1000
Público Universitário,1000,Universidade do Minho,9219,Psicologia,Psicologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9219&code=1000
Público Universitário,1000,Universidade do Minho,9223,Química,Química,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9223&code=1000
Público Universitário,1000,Universidade do Minho,9229,Relações Internacionais,Relações Internacionais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9229&code=1000
Público Universitário,1000,Universidade do Minho,9240,Sociologia,Sociologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9240&code=1000
Público Universitário,1000,Universidade do Minho,9243,Teatro,Teatro,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9243&code=1000
Público Universitário,0901,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,9554,Ciências da Nutrição,Ciências da Nutrição,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9554&code=0901
Público Universitário,0901,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,9813,Medicina,Medicina,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9813&code=0901
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9448,Antropologia,Antropologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9448&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9006,Arqueologia,Arqueologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9006&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9020,Ciência Política e Relações Internacionais,Ciência Política e Relações Internacionais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9020&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9023,Ciências da Comunicação,Ciências da Comunicação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9023&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9040,Ciências da Linguagem,Ciências da Linguagem,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9040&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9046,Ciências Musicais,Ciências Musicais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9046&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9917,Estudos Portugueses,Estudos Portugueses,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9917&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9139,Filosofia,Filosofia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9139&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9145,Geografia e Planeamento Regional,Geografia e Planeamento Regional,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9145&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9181,História,História,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9181&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9182,História da Arte,História da Arte,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9182&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9204,"Línguas, Literaturas e Culturas","Línguas, Literaturas e Culturas",https://www.dges.gov.pt/guias/detcursopi.asp?codc=9204&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9240,Sociologia,Sociologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9240&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,8109,Sociologia (regime pós-laboral),Sociologia (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8109&code=0902
Público Universitário,0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9252,Tradução,Tradução,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9252&code=0902
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9348,Biologia Celular e Molecular,Biologia Celular e Molecular,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9348&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9015,Bioquímica,Bioquímica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9015&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,8036,Conservação - Restauro,Conservação - Restauro,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8036&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9099,Engenharia do Ambiente,Engenharia do Ambiente,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9099&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9455,Engenharia Biomédica,Engenharia Biomédica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9455&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9089,Engenharia Civil,Engenharia Civil,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9089&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,L209,Engenharia Eletrotécnica e de Computadores,Engenharia Eletrotécnica e de Computadores,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L209&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9113,Engenharia Física,Engenharia Física,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9113&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9116,Engenharia Geológica,Engenharia Geológica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9116&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9104,Engenharia e Gestão Industrial,Engenharia e Gestão Industrial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9104&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9119,Engenharia Informática,Engenharia Informática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9119&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9096,Engenharia de Materiais,Engenharia de Materiais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9096&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9123,Engenharia Mecânica,Engenharia Mecânica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9123&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,L231,Engenharia de Micro e Nanotecnologias,Engenharia de Micro e Nanotecnologias,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L231&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9126,Engenharia Química e Biológica,Engenharia Química e Biológica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9126&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9209,Matemática,Matemática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9209&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,L167,Matemática Aplicada à Gestão do Risco,Matemática Aplicada à Gestão do Risco,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L167&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9224,Química Aplicada,Química Aplicada,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9224&code=0903
Público Universitário,0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,L286,Tecnologia Agro-Industrial,Tecnologia Agro-Industrial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L286&code=0903
Público Universitário,0911,Universidade Nova de Lisboa - Faculdade de Direito,9078,Direito,Direito,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9078&code=0911
Público Universitário,0911,Universidade Nova de Lisboa - Faculdade de Direito,L313,Estudos do Mar,Estudos do Mar,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L313&code=0911
Público Universitário,0904,Universidade Nova de Lisboa - Faculdade de Economia,9081,Economia,Economia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9081&code=0904
Público Universitário,0904,Universidade Nova de Lisboa - Faculdade de Economia,9147,Gestão,Gestão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9147&code=0904
Público Universitário,0906,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,L188,Ciência de Dados,Ciência de Dados,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L188&code=0906
Público Universitário,0906,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,9155,Gestão de Informação,Gestão de Informação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9155&code=0906
Público Universitário,0906,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,8259,Sistemas e Tecnologias de Informação,Sistemas e Tecnologias de Informação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8259&code=0906
Público Universitário,1102,Universidade do Porto - Faculdade de Arquitetura,9257,Arquitetura,Arquitetura,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9257&code=1102
Público Universitário,5402,Universidade do Porto - Faculdade de Belas-Artes,9007,Artes Plásticas,Artes Plásticas,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9007&code=5402
Público Universitário,5402,Universidade do Porto - Faculdade de Belas-Artes,8399,Desenho,Desenho,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8399&code=5402
Público Universitário,5402,Universidade do Porto - Faculdade de Belas-Artes,9070,Design de Comunicação,Design de Comunicação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9070&code=5402
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,8258,Arquitetura Paisagista,Arquitetura Paisagista,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8258&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9687,Bioinformática,Bioinformática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9687&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9011,Biologia,Biologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9011&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9015,Bioquímica,Bioquímica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9015&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9696,Ciência de Computadores,Ciência de Computadores,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9696&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9709,Ciências e Tecnologia do Ambiente,Ciências e Tecnologia do Ambiente,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9709&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9086,Engenharia Agronómica,Engenharia Agronómica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9086&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9113,Engenharia Física,Engenharia Física,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9113&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,L096,Engenharia Geoespacial,Engenharia Geoespacial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L096&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9141,Física,Física,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9141&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9146,Geologia,Geologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9146&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,L227,Inteligência Artificial e Ciência de Dados,Inteligência Artificial e Ciência de Dados,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L227&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9209,Matemática,Matemática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9209&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9385,Matemática Aplicada,Matemática Aplicada,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9385&code=1103
Público Universitário,1103,Universidade do Porto - Faculdade de Ciências,9223,Química,Química,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9223&code=1103
Público Universitário,1101,Universidade do Porto - Faculdade de Ciências da Nutrição e da Alimentação,9554,Ciências da Nutrição,Ciências da Nutrição,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9554&code=1101
Público Universitário,1111,Universidade do Porto - Faculdade de Desporto,9707,Ciências do Desporto,Ciências do Desporto,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9707&code=1111
Público Universitário,1114,Universidade do Porto - Faculdade de Direito,9066,Criminologia,Criminologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9066&code=1114
Público Universitário,1114,Universidade do Porto - Faculdade de Direito,9078,Direito,Direito,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9078&code=1114
Público Universitário,1104,Universidade do Porto - Faculdade de Economia,9081,Economia,Economia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9081&code=1104
Público Universitário,1104,Universidade do Porto - Faculdade de Economia,9147,Gestão,Gestão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9147&code=1104
Público Universitário,1105,Universidade do Porto - Faculdade de Engenharia,9540,Bioengenharia,Bioengenharia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9540&code=1105
Público Universitário,1105,Universidade do Porto - Faculdade de Engenharia,9099,Engenharia do Ambiente,Engenharia do Ambiente,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9099&code=1105
Público Universitário,1105,Universidade do Porto - Faculdade de Engenharia,9089,Engenharia Civil,Engenharia Civil,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9089&code=1105
Público Universitário,1105,Universidade do Porto - Faculdade de Engenharia,L209,Engenharia Eletrotécnica e de Computadores,Engenharia Eletrotécnica e de Computadores,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L209&code=1105
Público Universitário,1105,Universidade do Porto - Faculdade de Engenharia,9104,Engenharia e Gestão Industrial,Engenharia e Gestão Industrial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9104&code=1105
Público Universitário,1105,Universidade do Porto - Faculdade de Engenharia,L224,Engenharia Informática e Computação,Engenharia Informática e Computação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L224&code=1105
