Tipo_ensino,Universidade_cod,Universidade_nome,Curso_cod,Curso_nome,Ciclo,Link_detalhe,Provas_ingresso,Ano_nota,Nota_1fase,Nota_2fase
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9026,Ciências da Educação,Ciências da Educação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9026&code=1308,"{'Uma das seguintes provas': ['História', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"136,6","155,8"
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9081,Economia,Economia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9081&code=1308,"{'Um dos seguintes conjuntos': [['Matemática'], ['Economia', 'Matemática'], ['Matemática', 'Português']]}",2023,"109,3","119,6"
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9853,Educação Básica,Educação Básica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9853&code=1308,"{'Um dos seguintes conjuntos': [['Matemática A', 'Português'], ['Matemática', 'Português'], ['Mat. Apl. Ciências Soc.', 'Português']]}",2023,"140,0",
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9736,Educação Física e Desporto,Educação Física e Desporto,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9736&code=1308,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Matemática', 'Português']}",2023,"145,5","182,8"
Público Universitário,1308,Universidade da Madeira - Faculdade de Ciências Sociais,9147,Gestão,Gestão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9147&code=1308,"{'Uma das seguintes provas': ['Economia', 'Mat. Apl. Ciências Soc.', 'Matemática']}",2023,"150,4","147,9"
Público Universitário,1309,Universidade da Madeira - Faculdade de Ciências da Vida,9011,Biologia,Biologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9011&code=1309,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Física e Química']}",2023,"140,3","145,3"
Público Universitário,1309,Universidade da Madeira - Faculdade de Ciências da Vida,8083,Ciclo Básico de Medicina,Ciclo Básico de Medicina,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8083&code=1309,"{'As seguintes provas': ['Biologia e Geologia', 'Física e Química', 'Matemática A']}",2023,"177,5",
Público Universitário,1000,Universidade do Minho,9002,Administração Pública,Administração Pública,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9002&code=1000,"{'Um dos seguintes conjuntos': [['Economia'], ['Mat. Apl. Ciências Soc.'], ['Mat. Apl. Ciências Soc.', 'Português']]}",2023,"154,6","159,4"
Público Universitário,1000,Universidade do Minho,9006,Arqueologia,Arqueologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9006&code=1000,"{'Um dos seguintes conjuntos': [['História'], ['Geografia', 'História'], ['História', 'Português']]}",2023,"140,2","145,0"
Público Universitário,1000,Universidade do Minho,9257,Arquitetura,Arquitetura,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9257&code=1000,"{'Um dos seguintes conjuntos': [['Geometria Descritiva'], ['Geometria Descritiva', 'Matemática'], ['Desenho', 'Geometria Descritiva']]}",2023,"167,5","185,0"
Público Universitário,1000,Universidade do Minho,9817,Artes Visuais,Artes Visuais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9817&code=1000,"{'Uma das seguintes provas': ['Desenho', 'Geometria Descritiva', 'Hist. da Cultura e Artes']}",2023,"150,5","156,0"
Público Universitário,1000,Universidade do Minho,9688,Biologia Aplicada,Biologia Aplicada,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9688&code=1000,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Matemática A']]}",2023,"154,2","150,6"
Público Universitário,1000,Universidade do Minho,9012,Biologia e Geologia,Biologia e Geologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9012&code=1000,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Física e Química', 'Matemática A']}",2023,"144,2","139,8"
Público Universitário,1000,Universidade do Minho,9015,Bioquímica,Bioquímica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9015&code=1000,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Física e Química']}",2023,"153,8","154,0"
Público Universitário,1000,Universidade do Minho,L188,Ciência de Dados,Ciência de Dados,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L188&code=1000,{'As seguintes provas': ['Matemática A']},2023,"146,0",
Público Universitário,1000,Universidade do Minho,9019,Ciência Política,Ciência Política,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9019&code=1000,"{'Uma das seguintes provas': ['Economia', 'Filosofia', 'História']}",2023,"158,8","158,0"
Público Universitário,1000,Universidade do Minho,9379,Ciências do Ambiente,Ciências do Ambiente,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9379&code=1000,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Física e Química', 'Geografia']}",2023,"137,0","135,4"
Público Universitário,1000,Universidade do Minho,9397,Ciências da Computação,Ciências da Computação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9397&code=1000,{'As seguintes provas': ['Matemática A']},2023,"148,6","156,6"
Público Universitário,1000,Universidade do Minho,9023,Ciências da Comunicação,Ciências da Comunicação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9023&code=1000,"{'Uma das seguintes provas': ['Geografia', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"169,0","173,4"
Público Universitário,1000,Universidade do Minho,9056,Contabilidade,Contabilidade,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9056&code=1000,"{'Um dos seguintes conjuntos': [['Economia'], ['Mat. Apl. Ciências Soc.'], ['Mat. Apl. Ciências Soc.', 'Português']]}",2023,"161,2","162,6"
Público Universitário,1000,Universidade do Minho,L078,Criminologia e Justiça Criminal,Criminologia e Justiça Criminal,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L078&code=1000,"{'Uma das seguintes provas': ['Biologia e Geologia', 'História', 'Português']}",2023,"168,8","171,2"
Público Universitário,1000,Universidade do Minho,9499,Design e Marketing de Moda,Design e Marketing de Moda,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9499&code=1000,"{'Uma das seguintes provas': ['Desenho', 'Geometria Descritiva', 'Matemática']}",2023,"164,0","168,2"
Público Universitário,1000,Universidade do Minho,8494,Design de Produto,Design de Produto,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8494&code=1000,"{'Um dos seguintes conjuntos': [['Geometria Descritiva'], ['Geometria Descritiva', 'Matemática'], ['Desenho', 'Geometria Descritiva']]}",2023,"145,8","163,3"
Público Universitário,1000,Universidade do Minho,9078,Direito,Direito,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9078&code=1000,"{'Uma das seguintes provas': ['Filosofia', 'História', 'Português']}",2023,"177,4","178,0"
Público Universitário,1000,Universidade do Minho,8358,Direito (regime pós-laboral),Direito (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8358&code=1000,"{'Uma das seguintes provas': ['Filosofia', 'História', 'Português']}",2023,"173,2","176,4"
Público Universitário,1000,Universidade do Minho,9081,Economia,Economia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9081&code=1000,"{'Um dos seguintes conjuntos': [['Matemática A'], ['Economia', 'Matemática A'], ['Matemática A', 'Português']]}",2023,"167,6","166,4"
Público Universitário,1000,Universidade do Minho,9353,Educação,Educação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9353&code=1000,"{'Uma das seguintes provas': ['Biologia e Geologia', 'História', 'Português']}",2023,"151,0","161,4"
Público Universitário,1000,Universidade do Minho,8427,Educação (regime pós-laboral),Educação (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8427&code=1000,"{'Uma das seguintes provas': ['Biologia e Geologia', 'História', 'Português']}",2023,"140,8","146,6"
Público Universitário,1000,Universidade do Minho,9853,Educação Básica,Educação Básica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9853&code=1000,"{'Um dos seguintes conjuntos': [['Matemática', 'Português'], ['Mat. Apl. Ciências Soc.', 'Português'], ['Matemática A', 'Português']]}",2023,"152,8","160,2"
Público Universitário,1000,Universidade do Minho,L221,Engenharia Aeroespacial,Engenharia Aeroespacial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L221&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"188,6",
Público Universitário,1000,Universidade do Minho,9455,Engenharia Biomédica,Engenharia Biomédica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9455&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"171,2","179,2"
Público Universitário,1000,Universidade do Minho,9089,Engenharia Civil,Engenharia Civil,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9089&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"140,6","151,6"
Público Universitário,1000,Universidade do Minho,L218,Engenharia Eletrónica Industrial e Computadores,Engenharia Eletrónica Industrial e Computadores,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L218&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"114,8","118,4"
Público Universitário,1000,Universidade do Minho,9113,Engenharia Física,Engenharia Física,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9113&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"148,4",
Público Universitário,1000,Universidade do Minho,9104,Engenharia e Gestão Industrial,Engenharia e Gestão Industrial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9104&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"173,8","173,6"
Público Universitário,1000,Universidade do Minho,L215,Engenharia e Gestão de Sistemas de Informação,Engenharia e Gestão de Sistemas de Informação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L215&code=1000,"{'Um dos seguintes conjuntos': [['Matemática A'], ['Economia', 'Matemática A']]}",2023,"142,0","146,4"
Público Universitário,1000,Universidade do Minho,9119,Engenharia Informática,Engenharia Informática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9119&code=1000,{'As seguintes provas': ['Matemática A']},2023,"165,6","176,4"
Público Universitário,1000,Universidade do Minho,9096,Engenharia de Materiais,Engenharia de Materiais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9096&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"136,8","137,8"
Público Universitário,1000,Universidade do Minho,9123,Engenharia Mecânica,Engenharia Mecânica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9123&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"164,8",
Público Universitário,1000,Universidade do Minho,L229,Engenharia de Polímeros,Engenharia de Polímeros,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L229&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"127,4","131,2"
Público Universitário,1000,Universidade do Minho,9126,Engenharia Química e Biológica,Engenharia Química e Biológica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9126&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"140,8","154,4"
Público Universitário,1000,Universidade do Minho,9098,Engenharia de Telecomunicações e Informática,Engenharia de Telecomunicações e Informática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9098&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"116,4","124,8"
Público Universitário,1000,Universidade do Minho,9127,Engenharia Têxtil,Engenharia Têxtil,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9127&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"123,4","127,2"
Público Universitário,1000,Universidade do Minho,9381,Estatística Aplicada,Estatística Aplicada,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9381&code=1000,"{'Um dos seguintes conjuntos': [['Matemática A'], ['Biologia e Geologia', 'Matemática A'], ['Economia', 'Matemática A']]}",2023,"136,4","144,2"
Público Universitário,1000,Universidade do Minho,9134,Estudos Culturais,Estudos Culturais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9134&code=1000,"{'Uma das seguintes provas': ['Filosofia', 'Inglês', 'Português']}",2023,"160,4","162,0"
Público Universitário,1000,Universidade do Minho,L147,Estudos Orientais: Estudos Chineses e Japoneses,Estudos Orientais: Estudos Chineses e Japoneses,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L147&code=1000,"{'Uma das seguintes provas': ['Filosofia', 'Inglês', 'Português']}",2023,"152,2","168,6"
Público Universitário,1000,Universidade do Minho,9917,Estudos Portugueses,Estudos Portugueses,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9917&code=1000,"{'Uma das seguintes provas': ['Literatura Portuguesa', 'Português']}",2023,"141,8","148,4"
Público Universitário,1000,Universidade do Minho,9139,Filosofia,Filosofia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9139&code=1000,"{'Uma das seguintes provas': ['Filosofia', 'Português']}",2023,"142,4","150,8"
Público Universitário,1000,Universidade do Minho,9141,Física,Física,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9141&code=1000,"{'Um dos seguintes conjuntos': [['Matemática A'], ['Física e Química', 'Matemática A'], ['Biologia e Geologia', 'Matemática A']]}",2023,"117,6","125,2"
Público Universitário,1000,Universidade do Minho,8183,Geografia e Planeamento,Geografia e Planeamento,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8183&code=1000,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Economia', 'Geografia']}",2023,"139,0","137,6"
Público Universitário,1000,Universidade do Minho,9146,Geologia,Geologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9146&code=1000,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Física e Química', 'Matemática']}",2023,"132,8","127,0"
Público Universitário,1000,Universidade do Minho,9147,Gestão,Gestão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9147&code=1000,"{'Um dos seguintes conjuntos': [['Matemática A'], ['Economia', 'Matemática A'], ['Matemática A', 'Português']]}",2023,"171,8","171,2"
Público Universitário,1000,Universidade do Minho,9181,História,História,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9181&code=1000,"{'Um dos seguintes conjuntos': [['História'], ['Geografia', 'História'], ['História', 'Português']]}",2023,"157,6","158,8"
Público Universitário,1000,Universidade do Minho,9192,Línguas Aplicadas,Línguas Aplicadas,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9192&code=1000,"{'Uma das seguintes provas': ['Alemão', 'Espanhol', 'Francês', 'Inglês', 'Português']}",2023,"168,2","170,6"
Público Universitário,1000,Universidade do Minho,9195,Línguas e Literaturas Europeias,Línguas e Literaturas Europeias,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9195&code=1000,"{'Uma das seguintes provas': ['Alemão', 'Espanhol', 'Francês', 'Inglês', 'Literatura Portuguesa', 'Português']}",2023,"161,6","167,8"
Público Universitário,1000,Universidade do Minho,9205,Marketing,Marketing,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9205&code=1000,"{'Uma das seguintes provas': ['Economia', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"172,2","170,4"
Público Universitário,1000,Universidade do Minho,9209,Matemática,Matemática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9209&code=1000,{'As seguintes provas': ['Matemática A']},2023,"151,0","151,8"
Público Universitário,1000,Universidade do Minho,9813,Medicina,Medicina,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9813&code=1000,"{'As seguintes provas': ['Biologia e Geologia', 'Física e Química', 'Matemática']}",2023,"182,8",
Público Universitário,1000,Universidade do Minho,9214,Música,Música,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9214&code=1000,"{'Uma das seguintes provas': ['Filosofia', 'Hist. da Cultura e Artes', 'História', 'Inglês', 'Matemática', 'Português']}",,,
Público Universitário,1000,Universidade do Minho,9785,Negócios Internacionais,Negócios Internacionais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9785&code=1000,"{'Um dos seguintes conjuntos': [['Matemática A'], ['Economia', 'Matemática A'], ['Matemática A', 'Português']]}",2023,"160,0","156,2"
Público Universitário,1000,Universidade do Minho,8184,Optometria e Ciências da Visão,Optometria e Ciências da Visão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8184&code=1000,"{'Um dos seguintes conjuntos': [['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Matemática A']]}",2023,"117,8","119,4"
Público Universitário,1000,Universidade do Minho,L112,Proteção Civil e Gestão do Território,Proteção Civil e Gestão do Território,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L112&code=1000,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Economia'], ['Geografia', 'Mat. Apl. Ciências Soc.']]}",2023,"126,0","124,6"
Público Universitário,1000,Universidade do Minho,9219,Psicologia,Psicologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9219&code=1000,"{'Um dos seguintes conjuntos': [['Biologia e Geologia', 'Português'], ['Mat. Apl. Ciências Soc.', 'Português'], ['Filosofia', 'Português']]}",2023,"171,2","176,8"
Público Universitário,1000,Universidade do Minho,9223,Química,Química,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9223&code=1000,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"132,0","133,8"
Público Universitário,1000,Universidade do Minho,9229,Relações Internacionais,Relações Internacionais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9229&code=1000,"{'Uma das seguintes provas': ['Economia', 'Filosofia', 'História']}",2023,"162,2","165,0"
Público Universitário,1000,Universidade do Minho,9240,Sociologia,Sociologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9240&code=1000,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"151,4","156,0"
Público Universitário,1000,Universidade do Minho,9243,Teatro,Teatro,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9243&code=1000,"{'Uma das seguintes provas': ['Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Português']}",2023,"150,0","146,6"
Público Universitário,901,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,9554,Ciências da Nutrição,Ciências da Nutrição,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9554&code=0901,"{'As seguintes provas': ['Biologia e Geologia', 'Física e Química']}",2023,"164,0","170,8"
Público Universitário,901,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,9813,Medicina,Medicina,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9813&code=0901,"{'As seguintes provas': ['Biologia e Geologia', 'Física e Química', 'Matemática A']}",2023,"180,2",
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9448,Antropologia,Antropologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9448&code=0902,"{'Uma das seguintes provas': ['Biologia e Geologia', 'História', 'Português']}",2023,"139,0","142,5"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9006,Arqueologia,Arqueologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9006&code=0902,"{'Uma das seguintes provas': ['Hist. da Cultura e Artes', 'História', 'Português']}",2023,"146,5","146,0"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9020,Ciência Política e Relações Internacionais,Ciência Política e Relações Internacionais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9020&code=0902,"{'Uma das seguintes provas': ['Economia', 'Filosofia', 'História', 'Português']}",2023,"176,5","176,5"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9023,Ciências da Comunicação,Ciências da Comunicação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9023&code=0902,"{'Uma das seguintes provas': ['Economia', 'Filosofia', 'História', 'Português']}",2023,"176,5","180,0"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9040,Ciências da Linguagem,Ciências da Linguagem,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9040&code=0902,"{'Uma das seguintes provas': ['Filosofia', 'Inglês', 'Literatura Portuguesa', 'Português']}",2023,"154,0","155,5"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9046,Ciências Musicais,Ciências Musicais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9046&code=0902,"{'Uma das seguintes provas': ['Hist. da Cultura e Artes', 'Matemática', 'Português']}",2023,"144,0","141,5"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9917,Estudos Portugueses,Estudos Portugueses,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9917&code=0902,"{'Uma das seguintes provas': ['Filosofia', 'Latim', 'Literatura Portuguesa', 'Português']}",2023,"138,0","137,0"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9139,Filosofia,Filosofia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9139&code=0902,"{'Uma das seguintes provas': ['Filosofia', 'História', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"162,5","166,0"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9145,Geografia e Planeamento Regional,Geografia e Planeamento Regional,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9145&code=0902,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"140,5","144,0"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9181,História,História,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9181&code=0902,"{'Uma das seguintes provas': ['Filosofia', 'Hist. da Cultura e Artes', 'História', 'Português']}",2023,"156,5","157,5"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9182,História da Arte,História da Arte,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9182&code=0902,"{'Uma das seguintes provas': ['Filosofia', 'Hist. da Cultura e Artes', 'História', 'Português']}",2023,"137,0","144,5"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9204,"Línguas, Literaturas e Culturas","Línguas, Literaturas e Culturas",https://www.dges.gov.pt/guias/detcursopi.asp?codc=9204&code=0902,"{'Uma das seguintes provas': ['Alemão', 'Espanhol', 'Francês', 'Inglês']}",2023,"166,0","164,0"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9240,Sociologia,Sociologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9240&code=0902,"{'Uma das seguintes provas': ['Filosofia', 'Geografia', 'História', 'Português']}",2023,"150,5","149,5"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,8109,Sociologia (regime pós-laboral),Sociologia (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8109&code=0902,"{'Uma das seguintes provas': ['Filosofia', 'Geografia', 'História', 'Português']}",2023,"141,0","142,0"
Público Universitário,902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9252,Tradução,Tradução,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9252&code=0902,"{'Uma das seguintes provas': ['Alemão', 'Espanhol', 'Francês', 'Inglês']}",2023,"162,5","159,5"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9348,Biologia Celular e Molecular,Biologia Celular e Molecular,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9348&code=0903,"{'Um dos seguintes conjuntos': [['Biologia e Geologia', 'Economia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Matemática']]}",2023,"171,2","175,2"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9015,Bioquímica,Bioquímica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9015&code=0903,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Física e Química'], ['Física e Química', 'Matemática']]}",2023,"165,0","163,6"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,8036,Conservação - Restauro,Conservação - Restauro,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8036&code=0903,"{'Uma das seguintes provas': ['Desenho', 'Hist. da Cultura e Artes', 'Matemática']}",2023,"148,6","153,8"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9099,Engenharia do Ambiente,Engenharia do Ambiente,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9099&code=0903,"{'Um dos seguintes conjuntos': [['Biologia e Geologia', 'Matemática A'], ['Física e Química', 'Matemática A']]}",2023,"130,6","133,4"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9455,Engenharia Biomédica,Engenharia Biomédica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9455&code=0903,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"167,0","165,2"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9089,Engenharia Civil,Engenharia Civil,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9089&code=0903,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"129,4","133,4"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,L209,Engenharia Eletrotécnica e de Computadores,Engenharia Eletrotécnica e de Computadores,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L209&code=0903,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"117,4","132,4"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9113,Engenharia Física,Engenharia Física,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9113&code=0903,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"174,4","171,2"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9116,Engenharia Geológica,Engenharia Geológica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9116&code=0903,"{'Um dos seguintes conjuntos': [['Biologia e Geologia', 'Matemática A'], ['Física e Química', 'Matemática A']]}",2023,"128,6","121,0"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9104,Engenharia e Gestão Industrial,Engenharia e Gestão Industrial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9104&code=0903,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"161,8","169,0"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9119,Engenharia Informática,Engenharia Informática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9119&code=0903,"{'Um dos seguintes conjuntos': [['Matemática A'], ['Economia', 'Matemática A'], ['Física e Química', 'Matemática A']]}",2023,"161,6","163,0"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9096,Engenharia de Materiais,Engenharia de Materiais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9096&code=0903,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"143,0","138,4"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9123,Engenharia Mecânica,Engenharia Mecânica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9123&code=0903,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"163,6","169,2"
Público Universitário,903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,L231,Engenharia de Micro e Nanotecnologias,Engenharia de Micro e Nanotecnologias,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L231&code=0903,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",2023,"119,6","127,4"
