Tipo_ensino,Universidade_cod,Universidade_nome,Curso_cod,Curso_nome,Ciclo,Link_detalhe,Provas_ingresso,Ano_nota,Nota_1fase,Nota_2fase
Público Politécnico,3123,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,9130,Equinicultura,Equinicultura,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9130&code=3123,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Português'], ['Biologia e Geologia', 'Matemática']]}",2023,"131,4","122,5"
Público Politécnico,3121,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,9853,Educação Básica,Educação Básica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9853&code=3121,"{'Um dos seguintes conjuntos': [['Matemática', 'Português'], ['Mat. Apl. Ciências Soc.', 'Português']]}",2023,"119,7","131,5"
Público Politécnico,3121,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,9084,Educação Social,Educação Social,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9084&code=3121,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Filosofia', 'Geografia', 'História', 'Português']}",2023,"118,0","135,1"
Público Politécnico,3121,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,9773,Jornalismo e Comunicação,Jornalismo e Comunicação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9773&code=3121,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"140,0","133,2"
Público Politécnico,3121,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,9238,Serviço Social,Serviço Social,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9238&code=3121,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"132,4","134,2"
Público Politécnico,3121,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,8014,Serviço Social (regime pós-laboral),Serviço Social (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8014&code=3121,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"118,2","109,4"
Público Politécnico,3121,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,9254,Turismo,Turismo,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9254&code=3121,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"117,8","112,1"
Público Politécnico,7055,Instituto Politécnico de Portalegre - Escola Superior de Saúde,9500,Enfermagem,Enfermagem,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9500&code=7055,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Português']]}",2023,"132,1","135,9"
Público Politécnico,7055,Instituto Politécnico de Portalegre - Escola Superior de Saúde,9504,Fisioterapia,Fisioterapia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9504&code=7055,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Português']]}",,,
Público Politécnico,7055,Instituto Politécnico de Portalegre - Escola Superior de Saúde,9556,Higiene Oral,Higiene Oral,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9556&code=7055,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Português']]}",2023,"132,2","131,3"
Público Politécnico,3122,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",9670,Administração de Publicidade e Marketing,Administração de Publicidade e Marketing,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9670&code=3122,"{'Uma das seguintes provas': ['Economia', 'História', 'Português']}",2023,"135,3","138,9"
Público Politécnico,3122,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",L308,Design de Animação,Design de Animação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L308&code=3122,"{'Uma das seguintes provas': ['Desenho', 'Filosofia', 'Geometria Descritiva', 'Hist. da Cultura e Artes', 'Matemática', 'Português']}",2023,"148,8","152,1"
Público Politécnico,3122,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",9070,Design de Comunicação,Design de Comunicação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9070&code=3122,"{'Uma das seguintes provas': ['Desenho', 'Filosofia', 'Geometria Descritiva', 'Hist. da Cultura e Artes', 'Matemática', 'Português']}",2023,"116,3","132,6"
Público Politécnico,3122,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",9089,Engenharia Civil,Engenharia Civil,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9089&code=3122,"{'As seguintes provas': ['Física e Química', 'Matemática A']}",,,
Público Politécnico,3122,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",9119,Engenharia Informática,Engenharia Informática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9119&code=3122,"{'Um dos seguintes conjuntos': [['Matemática'], ['Biologia e Geologia', 'Matemática'], ['Economia', 'Matemática']]}",2023,,"125,5"
Público Politécnico,3122,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",L309,Engenharia de Produção de Biocombustíveis,Engenharia de Produção de Biocombustíveis,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L309&code=3122,"{'As seguintes provas': ['Física e Química', 'Matemática']}",2023,,
Público Politécnico,3122,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",9147,Gestão,Gestão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9147&code=3122,"{'Uma das seguintes provas': ['Economia', 'Matemática', 'Português']}",2023,"124,1","128,9"
Público Politécnico,3122,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",9991,Gestão (regime pós-laboral),Gestão (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=9991&code=3122,"{'Uma das seguintes provas': ['Economia', 'Matemática', 'Português']}",2023,,"112,9"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,8264,Artes Visuais e Tecnologias Artísticas,Artes Visuais e Tecnologias Artísticas,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8264&code=3131,"{'Uma das seguintes provas': ['Desenho', 'Geometria Descritiva', 'Hist. da Cultura e Artes']}",2023,"164,0","165,5"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,9563,Desporto,Desporto,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9563&code=3131,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Matemática', 'Português']}",2023,"152,1","161,3"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,9853,Educação Básica,Educação Básica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9853&code=3131,"{'Um dos seguintes conjuntos': [['Matemática', 'Português'], ['Mat. Apl. Ciências Soc.', 'Português'], ['Matemática A', 'Português']]}",2023,"157,4","164,0"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,9878,Educação Musical,Educação Musical,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9878&code=3131,"{'Uma das seguintes provas': ['Hist. da Cultura e Artes', 'História', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",2023,"139,1","133,8"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,9084,Educação Social,Educação Social,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9084&code=3131,"{'Uma das seguintes provas': ['Filosofia', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"151,7","156,9"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,9879,Educação Social (regime pós-laboral),Educação Social (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=9879&code=3131,"{'Uma das seguintes provas': ['Filosofia', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"142,1","143,9"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,L246,Gestão do Património Cultural,Gestão do Património Cultural,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L246&code=3131,"{'Uma das seguintes provas': ['Filosofia', 'Hist. da Cultura e Artes', 'Português']}",2023,"131,4","146,0"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,L248,Gestão do Património Cultural (regime pós-laboral),Gestão do Património Cultural (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=L248&code=3131,"{'Uma das seguintes provas': ['Filosofia', 'Hist. da Cultura e Artes', 'Português']}",2023,,
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,8002,Línguas e Culturas Estrangeiras,Línguas e Culturas Estrangeiras,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8002&code=3131,"{'Uma das seguintes provas': ['Inglês', 'Português']}",2023,"164,6","167,2"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,L272,Tecnologias para a Educação STEAM,Tecnologias para a Educação STEAM,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L272&code=3131,"{'Um dos seguintes conjuntos': [['Matemática', 'Português'], ['Mat. Apl. Ciências Soc.', 'Português'], ['Matemática A', 'Português']]}",2023,"131,4","124,0"
Público Politécnico,3131,Instituto Politécnico do Porto - Escola Superior de Educação,9807,Tradução e Interpretação em Língua Gestual Portuguesa,Tradução e Interpretação em Língua Gestual Portuguesa,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9807&code=3131,"{'Uma das seguintes provas': ['Inglês', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"146,0","153,0"
Público Politécnico,3139,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,9164,Gestão e Administração Hoteleira,Gestão e Administração Hoteleira,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9164&code=3139,"{'Uma das seguintes provas': ['Economia', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"158,2","153,2"
Público Politécnico,3139,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,9921,Gestão das Atividades Turísticas,Gestão das Atividades Turísticas,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9921&code=3139,"{'Uma das seguintes provas': ['Economia', 'Geografia', 'Português']}",2023,"153,1","150,8"
Público Politécnico,3139,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,8442,Gestão das Atividades Turísticas (regime pós-laboral),Gestão das Atividades Turísticas (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8442&code=3139,"{'Uma das seguintes provas': ['Economia', 'Geografia', 'Português']}",2023,"128,1","138,3"
Público Politécnico,3139,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,L131,Gestão da Restauração e Catering,Gestão da Restauração e Catering,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L131&code=3139,"{'Uma das seguintes provas': ['Economia', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"138,8","140,1"
Público Politécnico,3331,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,9713,Cinema e Audiovisual,Cinema e Audiovisual,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9713&code=3331,"{'Uma das seguintes provas': ['Hist. da Cultura e Artes', 'Inglês', 'Português']}",2023,"154,9","154,0"
Público Politécnico,3331,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,9069,Design,Design,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9069&code=3331,"{'Uma das seguintes provas': ['Desenho', 'Geometria Descritiva', 'Hist. da Cultura e Artes']}",2023,"146,2","152,3"
Público Politécnico,3331,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,9645,Fotografia,Fotografia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9645&code=3331,"{'Uma das seguintes provas': ['Hist. da Cultura e Artes', 'Português']}",2023,"157,8","155,0"
Público Politécnico,3331,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,9213,Multimédia,Multimédia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9213&code=3331,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Português']}",2023,"173,2","175,1"
Público Politécnico,3331,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,L071,Tecnologias e Sistemas de Informação para a Web,Tecnologias e Sistemas de Informação para a Web,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L071&code=3331,"{'Uma das seguintes provas': ['Matemática', 'Matemática A']}",2023,"119,1","133,4"
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,L240,"Música, variante de Instrumento e Canto","Música, variante de Instrumento e Canto",https://www.dges.gov.pt/guias/detcursopi.asp?codc=L240&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,9837,"Música, variante de Composição","Música, variante de Composição",https://www.dges.gov.pt/guias/detcursopi.asp?codc=9837&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,9838,"Música, variante de Jazz","Música, variante de Jazz",https://www.dges.gov.pt/guias/detcursopi.asp?codc=9838&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,9839,"Música, variante de Música Antiga","Música, variante de Música Antiga",https://www.dges.gov.pt/guias/detcursopi.asp?codc=9839&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,9840,"Música, variante de Produção e Tecnologias da Música","Música, variante de Produção e Tecnologias da Música",https://www.dges.gov.pt/guias/detcursopi.asp?codc=9840&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,8026,"Teatro, variante de Cenografia","Teatro, variante de Cenografia",https://www.dges.gov.pt/guias/detcursopi.asp?codc=8026&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,L241,"Teatro, variante Direção de Cena e Produção","Teatro, variante Direção de Cena e Produção",https://www.dges.gov.pt/guias/detcursopi.asp?codc=L241&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,8027,"Teatro, variante de Figurino","Teatro, variante de Figurino",https://www.dges.gov.pt/guias/detcursopi.asp?codc=8027&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,A015,"Teatro, variante Luz","Teatro, variante Luz",https://www.dges.gov.pt/guias/detcursopi.asp?codc=A015&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,A016,"Teatro, variante Som","Teatro, variante Som",https://www.dges.gov.pt/guias/detcursopi.asp?codc=A016&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,3132,Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,9842,"Teatro, variante de Interpretação","Teatro, variante de Interpretação",https://www.dges.gov.pt/guias/detcursopi.asp?codc=9842&code=3132,"{'Uma das seguintes provas': ['Geometria Descritiva', 'Hist. da Cultura e Artes', 'Inglês', 'Literatura Portuguesa', 'Matemática', 'Português']}",,,
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,8141,Audiologia,Audiologia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8141&code=7230,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Português']]}",2023,"138,3","137,0"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,L101,Biotecnologia Medicinal,Biotecnologia Medicinal,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L101&code=7230,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Física e Química', 'Matemática']}",2023,"174,5","169,0"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,L068,Ciências Biomédicas Laboratoriais,Ciências Biomédicas Laboratoriais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L068&code=7230,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Matemática']]}",2023,"164,5","162,3"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,9549,Farmácia,Farmácia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9549&code=7230,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Matemática']]}",2023,"150,5","148,0"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,L067,Fisiologia Clínica,Fisiologia Clínica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L067&code=7230,{'As seguintes provas': ['Biologia e Geologia']},2023,"153,0","155,5"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,9504,Fisioterapia,Fisioterapia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9504&code=7230,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Matemática A']]}",2023,"167,0","181,5"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,L066,Imagem Médica e Radioterapia,Imagem Médica e Radioterapia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L066&code=7230,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Matemática']]}",2023,"143,0","143,0"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,8143,Ortóptica,Ortóptica,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8143&code=7230,"{'Um dos seguintes conjuntos': [['Biologia e Geologia'], ['Biologia e Geologia', 'Física e Química'], ['Biologia e Geologia', 'Matemática']]}",2023,"138,0","138,5"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,L136,Osteopatia,Osteopatia,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L136&code=7230,"{'As seguintes provas': ['Biologia e Geologia', 'Física e Química']}",2023,"139,8","143,3"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,9861,Saúde Ambiental,Saúde Ambiental,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9861&code=7230,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Física e Química', 'Matemática']}",2023,"131,0","132,0"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,L304,Saúde Digital,Saúde Digital,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L304&code=7230,"{'As seguintes provas': ['Biologia e Geologia', 'Matemática A']}",2023,"120,0","146,0"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,9890,Terapia da Fala,Terapia da Fala,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9890&code=7230,{'As seguintes provas': ['Biologia e Geologia']},2023,"140,5","142,0"
Público Politécnico,7230,Instituto Politécnico do Porto - Escola Superior de Saúde,8138,Terapia Ocupacional,Terapia Ocupacional,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8138&code=7230,{'As seguintes provas': ['Biologia e Geologia']},2023,"145,0","142,0"
Público Politécnico,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,9045,Ciências Empresariais,Ciências Empresariais,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9045&code=3138,"{'Uma das seguintes provas': ['Economia', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"160,0","155,4"
Público Politécnico,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,8097,Ciências Empresariais (regime pós-laboral),Ciências Empresariais (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8097&code=3138,"{'Uma das seguintes provas': ['Economia', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"148,8","146,6"
Público Politécnico,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,9119,Engenharia Informática,Engenharia Informática,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9119&code=3138,{'As seguintes provas': ['Matemática']},2023,"151,8","155,4"
Público Politécnico,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,L030,Gestão Industrial e Logística,Gestão Industrial e Logística,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L030&code=3138,"{'Uma das seguintes provas': ['Economia', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"157,6","151,2"
Público Politécnico,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,8398,Segurança Informática em Redes de Computadores,Segurança Informática em Redes de Computadores,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8398&code=3138,{'As seguintes provas': ['Matemática']},2023,"138,8","143,2"
Público Politécnico,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,L091,Segurança do Trabalho e Ambiente,Segurança do Trabalho e Ambiente,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L091&code=3138,"{'Uma das seguintes provas': ['Biologia e Geologia', 'Geografia', 'Mat. Apl. Ciências Soc.']}",2023,"130,6","119,7"
Público Politécnico,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,8288,Sistemas de Informação para Gestão,Sistemas de Informação para Gestão,https://www.dges.gov.pt/guias/detcursopi.asp?codc=8288&code=3138,"{'Um dos seguintes conjuntos': [['Matemática'], ['Economia', 'Matemática']]}",2023,"126,6","130,4"
Público Politécnico,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,9242,Solicitadoria,Solicitadoria,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9242&code=3138,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"166,3","155,5"
Público Politécnico,3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,8015,Solicitadoria (regime pós-laboral),Solicitadoria (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8015&code=3138,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"151,5","149,1"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9009,Assessoria e Tradução,Assessoria e Tradução,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9009&code=3134,"{'Uma das seguintes provas': ['Francês', 'Inglês', 'Português']}",2023,"157,4","159,8"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9829,Assessoria e Tradução (regime pós-laboral),Assessoria e Tradução (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=9829&code=3134,"{'Uma das seguintes provas': ['Francês', 'Inglês', 'Português']}",2023,"149,5","154,7"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9043,Ciências e Tecnologias da Documentação e Informação,Ciências e Tecnologias da Documentação e Informação,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9043&code=3134,"{'Uma das seguintes provas': ['História', 'Mat. Apl. Ciências Soc.', 'Português']}",2023,"147,1","150,4"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9716,Comércio Internacional,Comércio Internacional,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9716&code=3134,"{'Uma das seguintes provas': ['Economia', 'Matemática', 'Português']}",2023,"166,6","163,5"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9866,Comércio Internacional (regime pós-laboral),Comércio Internacional (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=9866&code=3134,"{'Uma das seguintes provas': ['Economia', 'Matemática', 'Português']}",2023,"151,9","150,4"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9053,Comunicação Empresarial,Comunicação Empresarial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9053&code=3134,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"165,8","164,9"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9867,Comunicação Empresarial (regime pós-laboral),Comunicação Empresarial (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=9867&code=3134,"{'Uma das seguintes provas': ['Geografia', 'História', 'Português']}",2023,"154,5","158,9"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9058,Contabilidade e Administração,Contabilidade e Administração,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9058&code=3134,"{'Um dos seguintes conjuntos': [['Economia'], ['Matemática'], ['Economia', 'Português']]}",2023,"145,3","144,7"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9870,Contabilidade e Administração (regime pós-laboral),Contabilidade e Administração (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=9870&code=3134,"{'Um dos seguintes conjuntos': [['Economia'], ['Matemática'], ['Economia', 'Português']]}",2023,"129,5","133,2"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,L070,Criatividade e Inovação Empresarial,Criatividade e Inovação Empresarial,https://www.dges.gov.pt/guias/detcursopi.asp?codc=L070&code=3134,"{'Uma das seguintes provas': ['Filosofia', 'Inglês', 'Português']}",2023,"162,8","160,5"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9205,Marketing,Marketing,https://www.dges.gov.pt/guias/detcursopi.asp?codc=9205&code=3134,"{'Uma das seguintes provas': ['Economia', 'Geografia', 'Português']}",2023,"168,0","163,6"
Público Politécnico,3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,8005,Marketing (regime pós-laboral),Marketing (regime pós-laboral),https://www.dges.gov.pt/guias/detcursopi.asp?codc=8005&code=3134,"{'Uma das seguintes provas': ['Economia', 'Geografia', 'Português']}",2023,"155,8","154,8"
